tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2009-422,Cincinnati Masters,Hard,56,M,20090816,053,103819,1,,Roger Federer,R,185,SUI,28.0246406571,1,11040,104918,3,,Andy Murray,R,190,GBR,22.2587268994,2,9250,6-2 7-6(8),3,SF,90,4,1,62,35,31,16,10,0,0,10,3,70,36,26,20,10,4,6
2009-560,US Open,Hard,128,G,20090831,127,105223,6,,Juan Martin Del Potro,R,198,ARG,20.9363449692,6,5325,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,3-6 7-6(5) 4-6 7-6(4) 6-2,5,F,246,8,6,171,112,81,33,25,17,22,14,11,181,93,67,48,26,10,15
2009-560,US Open,Hard,128,G,20090831,121,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,104417,12,,Robin Soderling,R,193,SWE,25.0458590007,12,2665,6-0 6-3 6-7(6) 7-6(6),5,QF,153,28,3,128,85,73,24,20,5,5,11,5,127,85,62,19,19,7,11
2009-560,US Open,Hard,128,G,20090831,125,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,104925,4,,Novak Djokovic,R,188,SRB,22.2778918549,4,7660,7-6(3) 7-5 7-5,5,SF,154,8,3,109,63,49,28,18,2,3,6,4,115,78,53,20,18,7,10
2009-560,US Open,Hard,128,G,20090831,065,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103752,,,Simon Greul,R,185,GER,28.3832991102,65,836,6-3 7-5 7-5,5,R64,118,8,2,99,66,48,23,17,5,6,0,4,93,46,32,25,16,4,8
2009-560,US Open,Hard,128,G,20090831,113,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103990,14,,Tommy Robredo,R,180,ESP,27.3347022587,15,2165,7-5 6-2 6-2,5,R16,108,9,0,75,47,41,19,14,4,4,2,2,93,64,40,11,14,5,10
2009-560,US Open,Hard,128,G,20090831,097,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,103720,31,,Lleyton Hewitt,R,180,AUS,28.514715948,32,1285,4-6 6-3 7-5 6-4,5,R32,153,15,4,134,75,56,31,21,11,14,5,4,110,57,40,29,20,6,11
2009-560,US Open,Hard,128,G,20090831,001,103819,1,,Roger Federer,R,185,SUI,28.0629705681,1,12040,105730,,WC,Devin Britton,R,193,USA,18.4585900068,1370,4,6-1 6-3 7-5,5,R128,88,6,3,69,45,37,13,14,1,3,6,9,100,58,34,15,14,2,9
2009-D083,Davis Cup WG PO: ITA vs SUI,Clay,4,D,20090918,3,103819,,,Roger Federer,R,185,SUI,28.1013004791,1,11240,103808,,,Potito Starace,R,188,ITA,28.1697467488,90,655,6-3 6-0 6-4,5,RR,,,,,,,,,,,,,,,,,,,
2009-D083,Davis Cup WG PO: ITA vs SUI,Clay,4,D,20090918,2,103819,,,Roger Federer,R,185,SUI,28.1013004791,1,11240,104620,,,Simone Bolelli,R,183,ITA,23.9342915811,64,816,6-3 6-4 6-1,5,RR,,,,,,,,,,,,,,,,,,,
2009-328,Basel,Hard,32,A,20091102,029,103819,1,,Roger Federer,R,185,SUI,28.2354551677,1,10055,103843,,WC,Marco Chiudinelli,R,185,SUI,28.1451060917,73,643,7-6(7) 6-3,3,SF,85,4,0,63,44,36,15,11,3,3,1,2,67,52,39,7,10,2,3
2009-328,Basel,Hard,32,A,20091102,031,104925,2,,Novak Djokovic,R,188,SRB,22.4503764545,3,7890,103819,1,,Roger Federer,R,185,SUI,28.2354551677,1,10055,6-4 4-6 6-2,3,F,131,6,7,98,63,45,19,14,9,11,10,1,86,61,42,11,14,4,8
2009-328,Basel,Hard,32,A,20091102,017,103819,1,,Roger Federer,R,185,SUI,28.2354551677,1,10055,104312,,,Andreas Seppi,R,190,ITA,25.697467488,51,850,6-3 6-3,3,R16,61,6,0,55,38,30,10,9,2,2,2,1,56,37,23,10,9,4,7
2009-328,Basel,Hard,32,A,20091102,001,103819,1,,Roger Federer,R,185,SUI,28.2354551677,1,10055,103694,,Q,Olivier Rochus,R,168,BEL,28.7885010267,61,743,6-3 6-4,3,R32,67,12,1,55,37,32,10,10,0,0,1,0,59,36,22,14,9,0,2
2009-328,Basel,Hard,32,A,20091102,025,103819,1,,Roger Federer,R,185,SUI,28.2354551677,1,10055,105095,,Q,Evgeny Korolev,R,185,KAZ,21.7166324435,58,756,6-3 6-2,3,QF,56,7,0,55,41,32,8,9,2,2,3,2,43,25,18,8,8,1,4
2009-352,Paris Masters,Hard,48,M,20091108,017,103898,,,Julien Benneteau,R,185,FRA,27.8877481177,49,879,103819,1,,Roger Federer,R,185,SUI,28.2546201232,1,10340,3-6 7-6(4) 6-4,3,R32,115,7,2,91,72,57,11,15,6,7,14,0,96,70,57,13,16,6,7
2009-605,Tour Finals,Hard,8,F,20091122,003,105223,,,Juan Martin Del Potro,R,198,ARG,21.1663244353,5,5985,103819,,,Roger Federer,R,185,SUI,28.2929500342,1,10150,6-2 6-7(5) 6-3,3,RR,127,11,2,97,56,45,23,15,3,3,6,4,82,51,40,17,14,4,7
2009-605,Tour Finals,Hard,8,F,20091122,004,103786,,,Nikolay Davydenko,R,178,RUS,28.476386037,7,3630,103819,,,Roger Federer,R,185,SUI,28.2929500342,1,10150,6-2 4-6 7-5,3,SF,116,4,1,90,49,34,27,15,4,6,8,3,77,50,41,11,15,1,5
2009-605,Tour Finals,Hard,8,F,20091122,002,103819,,,Roger Federer,R,185,SUI,28.2929500342,1,10150,104918,,,Andy Murray,R,190,GBR,22.5270362765,4,6630,3-6 6-3 6-1,3,RR,118,6,1,67,43,37,9,12,3,5,9,8,101,46,33,21,13,8,13
2009-605,Tour Finals,Hard,8,F,20091122,001,103819,,,Roger Federer,R,185,SUI,28.2929500342,1,10150,104269,,,Fernando Verdasco,L,188,ESP,26.0232717317,8,3300,4-6 7-5 6-1,3,RR,120,4,2,81,56,44,15,15,2,3,1,3,89,66,43,12,14,2,5
2010-451,Doha,Hard,32,A,20100104,017,103819,1,,Roger Federer,R,185,SUI,28.4079397673,1,10550,105095,,,Evgeny Korolev,R,185,KAZ,21.8891170431,53,848,6-2 6-4,3,R16,64,3,1,43,25,21,12,9,1,2,0,3,64,40,26,9,9,5,9
2010-451,Doha,Hard,32,A,20100104,025,103819,1,,Roger Federer,R,185,SUI,28.4079397673,1,10550,105208,,,Ernests Gulbis,R,190,LAT,21.3470225873,90,555,6-2 4-6 6-4,3,QF,107,10,0,88,54,40,20,14,4,6,13,7,95,62,46,11,14,9,13
2010-451,Doha,Hard,32,A,20100104,029,103786,3,,Nikolay Davydenko,R,178,RUS,28.59137577,6,4930,103819,1,,Roger Federer,R,185,SUI,28.4079397673,1,10550,6-4 6-4,3,SF,81,2,2,61,48,35,7,10,2,3,2,3,62,34,23,14,10,7,10
2010-451,Doha,Hard,32,A,20100104,001,103819,1,,Roger Federer,R,185,SUI,28.4079397673,1,10550,103294,,,Christophe Rochus,R,170,BEL,31.0554414784,86,575,6-1 6-2,3,R32,57,12,1,53,36,28,9,8,3,3,0,1,54,37,20,6,7,9,13
2010-580,Australian Open,Hard,128,G,20100118,121,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103786,6,,Nikolay Davydenko,R,178,RUS,28.629705681,6,4930,2-6 6-3 6-0 7-5,5,QF,156,8,4,122,73,49,24,18,14,19,1,4,107,66,39,16,17,6,14
2010-580,Australian Open,Hard,128,G,20100118,113,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103720,22,,Lleyton Hewitt,R,180,AUS,28.8980150582,22,1600,6-2 6-3 6-4,5,R16,115,7,0,79,50,38,19,14,4,5,5,2,100,61,37,18,13,10,15
2010-580,Australian Open,Hard,128,G,20100118,097,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103656,31,,Albert Montanes,R,175,ESP,29.144421629,32,1185,6-3 6-4 6-4,5,R32,108,10,3,79,52,46,15,15,0,0,7,1,91,55,33,23,14,3,6
2010-580,Australian Open,Hard,128,G,20100118,001,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104214,,,Igor Andreev,R,185,RUS,26.5160848734,37,1030,4-6 6-2 7-6(2) 6-0,5,R128,164,9,2,102,57,44,22,18,6,11,2,7,136,84,48,19,18,10,19
2010-580,Australian Open,Hard,128,G,20100118,065,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,103812,,,Victor Hanescu,R,198,ROU,28.4955509925,47,905,6-2 6-3 6-2,5,R64,99,8,1,73,50,41,14,13,5,5,3,1,87,61,34,12,12,6,11
2010-580,Australian Open,Hard,128,G,20100118,127,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104918,5,,Andy Murray,R,190,GBR,22.6803559206,4,6780,6-3 6-4 7-6(11),5,F,161,11,2,112,75,54,22,16,6,8,10,4,104,58,40,24,15,8,12
2010-580,Australian Open,Hard,128,G,20100118,125,103819,1,,Roger Federer,R,185,SUI,28.4462696783,1,10550,104542,10,,Jo Wilfried Tsonga,R,188,FRA,24.7556468172,10,2875,6-2 6-3 6-2,5,SF,88,4,0,69,44,37,17,13,0,0,6,5,70,42,28,11,12,5,10
2010-404,Indian Wells Masters,Hard,96,M,20100311,065,104571,27,,Marcos Baghdatis,R,183,CYP,24.7227926078,33,1235,103819,1,,Roger Federer,R,185,SUI,28.5804243669,1,11350,5-7 7-5 7-6(4),3,R32,142,3,2,111,65,48,30,18,6,8,8,1,105,63,54,21,18,2,4
2010-404,Indian Wells Masters,Hard,96,M,20100311,033,103819,1,,Roger Federer,R,185,SUI,28.5804243669,1,11350,103812,,,Victor Hanescu,R,198,ROU,28.629705681,43,905,6-3 6-7(5) 6-1,3,R64,117,10,2,95,52,41,27,15,6,7,1,1,101,77,48,10,13,8,12
2010-403,Miami Masters,Hard,96,M,20100324,033,103819,1,,Roger Federer,R,185,SUI,28.6187542779,1,11035,102839,,LL,Nicolas Lapentti,R,188,ECU,33.6043805613,102,505,6-3 6-3,3,R64,67,10,0,48,31,27,10,9,1,1,1,2,50,28,19,12,9,0,3
2010-403,Miami Masters,Hard,96,M,20100324,081,104607,16,,Tomas Berdych,R,196,CZE,24.5092402464,20,1760,103819,1,,Roger Federer,R,185,SUI,28.6187542779,1,11035,6-4 6-7(3) 7-6(6),3,R16,172,6,3,135,76,51,32,17,8,10,5,2,103,57,42,25,17,1,4
2010-403,Miami Masters,Hard,96,M,20100324,065,103819,1,,Roger Federer,R,185,SUI,28.6187542779,1,11035,103722,,,Florent Serra,R,180,FRA,29.0595482546,61,735,7-6(2) 7-6(3),3,R32,92,6,2,79,46,36,17,12,2,5,4,2,78,38,26,23,12,5,8
2010-416,Rome Masters,Clay,56,M,20100425,025,105208,,,Ernests Gulbis,R,190,LAT,21.6536618754,40,1009,103819,1,,Roger Federer,R,185,SUI,28.7145790554,1,10690,2-6 6-1 7-5,3,R32,123,8,2,89,65,46,11,14,3,6,2,3,94,53,35,18,13,6,10
2010-468,Estoril,Clay,28,A,20100503,021,103819,1,,Roger Federer,R,185,SUI,28.733744011,1,10340,103096,,,Arnaud Clement,R,173,FRA,32.3750855578,83,619,7-6(7) 6-2,3,QF,97,4,0,62,37,30,15,10,2,3,3,0,76,46,30,12,10,5,8
2010-468,Estoril,Clay,28,A,20100503,025,103656,4,,Albert Montanes,R,175,ESP,29.4318959617,34,1325,103819,1,,Roger Federer,R,185,SUI,28.733744011,1,10340,6-2 7-6(5),3,SF,82,0,0,61,42,29,13,10,2,3,2,1,65,43,28,10,10,3,6
2010-468,Estoril,Clay,28,A,20100503,013,103819,1,,Roger Federer,R,185,SUI,28.733744011,1,10340,103451,,,Bjorn Phau,R,175,GER,30.5790554415,138,367,6-3 6-4,3,R16,83,3,0,56,27,20,22,10,3,3,4,5,78,43,29,15,9,7,9
2010-1536,Madrid Masters,Clay,56,M,20100509,055,104745,2,,Rafael Nadal,L,185,ESP,23.9342915811,3,6480,103819,1,,Roger Federer,R,185,SUI,28.7529089665,1,10430,6-4 7-6(5),3,F,131,2,2,81,59,32,14,11,8,11,9,0,88,59,35,14,11,7,11
2010-1536,Madrid Masters,Clay,56,M,20100509,041,103819,1,,Roger Federer,R,185,SUI,28.7529089665,1,10430,104527,15,,Stanislas Wawrinka,R,183,SUI,25.1170431211,23,1600,6-3 6-1,3,R16,69,6,1,41,26,22,8,8,0,1,3,1,64,44,21,8,8,6,11
2010-1536,Madrid Masters,Clay,56,M,20100509,025,103819,1,,Roger Federer,R,185,SUI,28.7529089665,1,10430,103794,,,Benjamin Becker,R,178,GER,28.8980150582,46,879,6-2 7-6(4),3,R32,82,8,1,57,39,32,12,10,0,0,9,0,73,47,35,8,10,6,8
2010-1536,Madrid Masters,Clay,56,M,20100509,053,103819,1,,Roger Federer,R,185,SUI,28.7529089665,1,10430,103970,9,,David Ferrer,R,175,ESP,28.1040383299,12,2695,7-5 3-6 6-3,3,SF,126,8,2,81,49,42,19,15,3,4,3,3,101,58,37,27,15,7,9
2010-1536,Madrid Masters,Clay,56,M,20100509,049,103819,1,,Roger Federer,R,185,SUI,28.7529089665,1,10430,105208,,,Ernests Gulbis,R,190,LAT,21.6919917864,34,1324,3-6 6-1 6-4,3,QF,113,6,2,80,56,39,13,13,4,6,6,1,79,51,31,15,13,1,5
2010-520,Roland Garros,Clay,128,G,20100524,097,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104714,,Q,Julian Reister,R,188,GER,24.1423682409,165,296,6-4 6-0 6-4,5,R32,93,6,3,72,41,36,19,13,0,0,1,2,80,61,32,9,13,8,13
2010-520,Roland Garros,Clay,128,G,20100524,121,104417,5,,Robin Soderling,R,193,SWE,25.7741273101,7,4755,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,3-6 6-3 7-5 6-4,5,QF,150,14,6,126,81,59,25,20,5,7,12,2,119,76,56,23,20,5,9
2010-520,Roland Garros,Clay,128,G,20100524,001,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,103429,,,Peter Luczak,R,183,AUS,30.7296372348,71,691,6-4 6-1 6-2,5,R128,108,7,0,69,49,39,15,13,1,1,6,1,81,46,27,17,12,7,12
2010-520,Roland Garros,Clay,128,G,20100524,065,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104268,,,Alejandro Falla,L,185,COL,26.5242984257,70,705,7-6(4) 6-2 6-4,5,R64,120,6,0,104,65,49,21,15,7,8,3,2,94,64,41,16,15,5,9
2010-520,Roland Garros,Clay,128,G,20100524,113,103819,1,,Roger Federer,R,185,SUI,28.7912388775,1,10030,104527,20,,Stanislas Wawrinka,R,183,SUI,25.1553730322,24,1600,6-3 7-6(5) 6-2,5,R16,116,7,0,89,59,43,19,14,3,4,5,4,87,48,38,16,15,3,8
2010-500,Halle,Grass,32,A,20100607,025,103819,1,,Roger Federer,R,185,SUI,28.8295687885,2,8390,104259,,,Philipp Kohlschreiber,R,178,GER,26.6420260096,35,1230,7-5 6-3,3,QF,68,12,1,55,39,35,10,11,1,1,3,0,56,32,26,12,10,0,2
2010-500,Halle,Grass,32,A,20100607,029,103819,1,,Roger Federer,R,185,SUI,28.8295687885,2,8390,104332,,,Philipp Petzschner,R,185,GER,26.2039698836,41,985,7-6(3) 6-4,3,SF,92,6,1,75,45,30,18,11,5,7,7,2,71,31,25,17,11,4,7
2010-500,Halle,Grass,32,A,20100607,031,103720,8,,Lleyton Hewitt,R,180,AUS,29.2813141684,32,1350,103819,1,,Roger Federer,R,185,SUI,28.8295687885,2,8390,3-6 7-6(4) 6-4,3,F,142,6,3,99,61,46,20,15,8,10,13,1,125,75,52,23,16,7,9
2010-500,Halle,Grass,32,A,20100607,001,103819,1,,Roger Federer,R,185,SUI,28.8295687885,2,8390,103813,,,Jarkko Nieminen,L,185,FIN,28.8733744011,65,736,6-4 6-4,3,R32,64,11,2,57,43,39,5,10,3,3,3,1,62,40,30,8,10,2,4
2010-500,Halle,Grass,32,A,20100607,017,103819,1,,Roger Federer,R,185,SUI,28.8295687885,2,8390,104268,,,Alejandro Falla,L,185,COL,26.5626283368,67,723,6-1 6-2,3,R16,52,6,1,44,30,27,8,8,2,2,4,0,49,31,19,6,7,6,10
2010-540,Wimbledon,Grass,128,G,20100621,113,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,103781,16,,Jurgen Melzer,L,183,AUT,29.0814510609,16,2125,6-3 6-2 6-3,5,R16,84,11,2,65,34,29,21,13,0,1,6,3,77,55,29,10,13,4,10
2010-540,Wimbledon,Grass,128,G,20100621,097,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,103096,,,Arnaud Clement,R,173,FRA,32.5092402464,86,620,6-2 6-4 6-2,5,R32,95,7,3,68,44,37,16,13,1,1,5,0,76,44,32,11,13,5,10
2010-540,Wimbledon,Grass,128,G,20100621,065,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,104592,,Q,Ilija Bozoljac,R,193,SRB,24.8843258042,152,328,6-3 6-7(4) 6-4 7-6(5),5,R64,166,16,1,135,94,72,29,21,4,4,31,6,140,90,70,28,22,10,13
2010-540,Wimbledon,Grass,128,G,20100621,121,104607,12,,Tomas Berdych,R,196,CZE,24.758384668,13,2825,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,6-4 3-6 6-1 6-4,5,QF,155,12,6,124,72,59,23,18,7,8,14,1,121,82,57,19,18,2,6
2010-540,Wimbledon,Grass,128,G,20100621,001,103819,1,,Roger Federer,R,185,SUI,28.8678986995,2,8525,104268,,,Alejandro Falla,L,185,COL,26.6009582478,60,767,5-7 4-6 6-4 7-6(1) 6-0,5,R128,198,21,7,151,89,70,34,25,7,10,8,2,177,107,72,35,25,9,14
2010-421,Canada Masters,Hard,56,M,20100809,036,103819,3,,Roger Federer,R,185,SUI,29.0020533881,3,6795,103428,,,Juan Ignacio Chela,R,190,ARG,30.9431895962,50,914,7-6(7) 6-3,3,R32,82,9,0,55,38,33,10,10,0,1,2,2,85,53,34,17,11,5,8
2010-421,Canada Masters,Hard,56,M,20100809,055,104918,4,,Andy Murray,R,190,GBR,23.2361396304,4,5305,103819,3,,Roger Federer,R,185,SUI,29.0020533881,3,6795,7-5 7-5,3,F,125,6,5,65,35,26,15,12,1,4,4,1,67,43,27,11,12,5,10
2010-421,Canada Masters,Hard,56,M,20100809,054,103819,3,,Roger Federer,R,185,SUI,29.0020533881,3,6795,104925,2,,Novak Djokovic,R,188,SRB,23.2169746749,2,6905,6-1 3-6 7-5,3,SF,142,11,2,95,55,40,17,14,6,9,1,3,118,81,46,18,14,7,12
2010-421,Canada Masters,Hard,56,M,20100809,046,103819,3,,Roger Federer,R,185,SUI,29.0020533881,3,6795,103566,,,Michael Llodra,L,190,FRA,30.2258726899,35,1145,7-6(2) 6-3,3,R16,79,4,3,61,37,28,14,11,0,2,2,4,66,37,28,9,10,1,4
2010-421,Canada Masters,Hard,56,M,20100809,051,103819,3,,Roger Federer,R,185,SUI,29.0020533881,3,6795,104607,7,,Tomas Berdych,R,196,CZE,24.8925393566,7,3780,6-3 5-7 7-6(5),3,QF,161,8,2,109,65,51,23,17,4,6,8,2,113,62,48,26,16,10,12
2010-422,Cincinnati Masters,Hard,56,M,20100815,055,103819,3,,Roger Federer,R,185,SUI,29.0212183436,2,7215,103888,,WC,Mardy Fish,R,188,USA,28.6844626968,36,1151,6-7(5) 7-6(1) 6-4,3,F,160,11,1,110,70,54,27,17,1,1,17,3,128,72,52,32,17,4,5
2010-422,Cincinnati Masters,Hard,56,M,20100815,050,103819,3,,Roger Federer,R,185,SUI,29.0212183436,2,7215,103786,6,,Nikolay Davydenko,R,178,RUS,29.2046543463,6,4195,6-4 7-5,3,QF,99,12,1,71,41,32,14,11,3,4,5,1,84,54,29,18,11,8,11
2010-422,Cincinnati Masters,Hard,56,M,20100815,043,103819,3,,Roger Federer,R,185,SUI,29.0212183436,2,7215,104259,,,Philipp Kohlschreiber,R,178,GER,26.8336755647,33,1235,W/O,3,R16,,,,,,,,,,,,,,,,,,,
2010-422,Cincinnati Masters,Hard,56,M,20100815,029,103819,3,,Roger Federer,R,185,SUI,29.0212183436,2,7215,104797,,Q,Denis Istomin,R,188,UZB,23.9397672827,53,899,5-2 RET,3,R32,36,2,1,21,12,11,5,4,0,0,1,1,23,15,9,3,3,1,2
2010-422,Cincinnati Masters,Hard,56,M,20100815,053,103819,3,,Roger Federer,R,185,SUI,29.0212183436,2,7215,104571,,,Marcos Baghdatis,R,183,CYP,25.1635865845,20,1780,6-4 6-3,3,SF,71,7,2,51,30,27,13,10,0,0,3,1,58,23,12,22,9,0,2
2010-560,US Open,Hard,128,G,20100830,064,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104314,,,Brian Dabul,L,170,ARG,26.5133470226,96,577,6-1 6-4 6-2,5,R128,93,18,1,74,49,41,14,13,1,1,0,3,85,57,35,12,12,14,19
2010-560,US Open,Hard,128,G,20100830,126,104925,3,,Novak Djokovic,R,188,SRB,23.2744695414,3,6665,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,5-7 6-1 5-7 6-2 7-5,5,SF,224,4,3,151,94,64,36,26,4,7,12,5,160,84,62,35,25,6,12
2010-560,US Open,Hard,128,G,20100830,096,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104676,,,Andreas Beck,L,190,GER,24.5639972621,104,506,6-3 6-4 6-3,5,R64,101,15,0,74,40,32,22,14,1,2,8,11,86,50,34,14,14,5,10
2010-560,US Open,Hard,128,G,20100830,124,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,104417,5,,Robin Soderling,R,193,SWE,26.0424366872,5,4910,6-4 6-4 7-5,5,QF,116,18,2,91,58,50,15,16,4,6,2,4,93,54,36,20,16,1,6
2010-560,US Open,Hard,128,G,20100830,120,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,103781,13,,Jurgen Melzer,L,183,AUT,29.273100616,15,2470,6-3 7-6(4) 6-3,5,R16,123,10,1,105,64,49,25,16,10,12,1,3,96,64,38,18,14,4,8
2010-560,US Open,Hard,128,G,20100830,112,103819,2,,Roger Federer,R,185,SUI,29.0595482546,2,7215,103908,,,Paul Henri Mathieu,R,185,FRA,28.629705681,109,494,6-4 6-3 6-3,5,R32,99,13,0,77,47,40,19,14,4,4,3,3,71,37,28,15,14,2,6
2010-5014,Shanghai Masters,Hard,56,M,20101010,055,104918,4,,Andy Murray,R,190,GBR,23.40862423,4,5125,103819,3,,Roger Federer,R,185,SUI,29.1745379877,3,6735,6-3 6-2,3,F,85,6,1,53,28,23,14,8,6,6,3,2,69,48,31,5,9,4,8
2010-5014,Shanghai Masters,Hard,56,M,20101010,054,103819,3,,Roger Federer,R,185,SUI,29.1745379877,3,6735,104925,2,,Novak Djokovic,R,188,SRB,23.3894592745,2,7145,7-5 6-4,3,SF,102,7,3,73,45,34,15,11,4,5,4,4,75,48,30,15,11,1,4
2010-5014,Shanghai Masters,Hard,56,M,20101010,046,103819,3,,Roger Federer,R,185,SUI,29.1745379877,3,6735,104312,,,Andreas Seppi,R,190,ITA,26.636550308,58,855,6-3 6-4,3,R16,74,6,1,66,42,32,13,10,4,5,0,1,53,33,19,12,9,6,9
2010-5014,Shanghai Masters,Hard,56,M,20101010,036,103819,3,,Roger Federer,R,185,SUI,29.1745379877,3,6735,104545,,,John Isner,R,206,USA,25.4592744695,20,1850,6-3 6-4,3,R32,63,5,1,53,32,27,14,10,0,0,7,2,51,34,24,8,9,1,3
2010-5014,Shanghai Masters,Hard,56,M,20101010,051,103819,3,,Roger Federer,R,185,SUI,29.1745379877,3,6735,104417,5,,Robin Soderling,R,193,SWE,26.1574264203,5,4825,6-1 6-1,3,QF,54,5,2,39,24,18,10,7,0,0,3,3,45,24,9,8,7,1,6
2010-429,Stockholm,Hard,28,A,20101018,027,103819,1,,Roger Federer,R,185,SUI,29.1937029432,2,7335,104252,,,Florian Mayer,R,190,GER,27.0362765229,47,986,6-4 6-3,3,F,64,4,0,54,33,28,11,10,1,2,6,0,57,44,26,7,9,4,7
2010-429,Stockholm,Hard,28,A,20101018,021,103819,1,,Roger Federer,R,185,SUI,29.1937029432,2,7335,104527,5,,Stanislas Wawrinka,R,183,SUI,25.5578370979,21,1720,2-6 6-3 6-2,3,QF,108,6,2,84,55,36,17,13,6,9,4,0,75,39,24,19,12,5,9
2010-429,Stockholm,Hard,28,A,20101018,013,103819,1,,Roger Federer,R,185,SUI,29.1937029432,2,7335,103758,,,Taylor Dent,R,188,USA,29.4839151266,101,559,6-1 6-2,3,R16,51,3,1,48,34,29,6,8,2,2,1,2,42,22,12,7,7,3,7
2010-429,Stockholm,Hard,28,A,20101018,025,103819,1,,Roger Federer,R,185,SUI,29.1937029432,2,7335,103344,4,,Ivan Ljubicic,R,193,CRO,31.5838466804,17,2055,7-6(5) 6-2,3,SF,78,10,0,60,41,33,10,10,1,2,5,1,65,46,31,7,10,2,5
2010-328,Basel,Hard,32,A,20101101,031,103819,1,,Roger Federer,R,185,SUI,29.2320328542,2,7495,104925,2,,Novak Djokovic,R,188,SRB,23.446954141,3,7145,6-4 3-6 6-1,3,F,115,6,4,84,49,39,19,13,4,5,4,2,82,57,37,16,13,5,8
2010-328,Basel,Hard,32,A,20101101,017,103819,1,,Roger Federer,R,185,SUI,29.2320328542,2,7495,104386,,,Janko Tipsarevic,R,180,SRB,26.3600273785,46,980,6-3 6-4,3,R16,61,8,1,47,25,25,15,10,0,0,2,1,55,36,24,9,9,0,2
2010-328,Basel,Hard,32,A,20101101,029,103819,1,,Roger Federer,R,185,SUI,29.2320328542,2,7495,104053,4,,Andy Roddick,R,188,USA,28.1724845996,9,3260,6-2 6-4,3,SF,70,13,1,53,31,29,9,9,4,5,4,4,54,34,24,7,9,4,8
2010-328,Basel,Hard,32,A,20101101,001,103819,1,,Roger Federer,R,185,SUI,29.2320328542,2,7495,105238,,,Alexandr Dolgopolov,R,180,UKR,21.9822039699,48,940,6-4 5-2 RET,3,R32,52,9,1,37,20,19,14,8,0,0,4,1,54,30,19,13,9,2,5
2010-328,Basel,Hard,32,A,20101101,025,103819,1,,Roger Federer,R,185,SUI,29.2320328542,2,7495,103285,,WC,Radek Stepanek,R,185,CZE,31.9288158795,38,1155,6-3 6-2,3,QF,60,7,1,45,28,24,12,9,0,0,2,1,47,34,22,7,8,3,6
2010-352,Paris Masters,Hard,48,M,20101107,017,103819,1,,Roger Federer,R,185,SUI,29.2511978097,2,7695,104755,,,Richard Gasquet,R,185,FRA,24.3915126626,28,1385,6-4 6-4,3,R32,69,7,0,50,26,23,17,10,0,0,5,1,65,47,30,11,10,3,5
2010-352,Paris Masters,Hard,48,M,20101107,033,103819,1,,Roger Federer,R,185,SUI,29.2511978097,2,7695,103285,,,Radek Stepanek,R,185,CZE,31.947980835,41,1065,6-4 6-3,3,R16,79,11,0,57,39,30,13,10,2,2,4,2,68,45,30,10,9,2,4
2010-352,Paris Masters,Hard,48,M,20101107,041,103819,1,,Roger Federer,R,185,SUI,29.2511978097,2,7695,103781,11,,Jurgen Melzer,L,183,AUT,29.4647501711,12,2650,6-1 7-6(4),3,QF,70,18,2,55,38,35,9,10,0,0,3,0,61,34,25,13,9,4,6
